scenario,Total_Time,Time_Script,Time_Image,Time_Voice,Time_Video,Problem Size,Predicted Problem Size,setting,Script
85,66.43,4.57,25.95,6.28,2.01,glitch,glitch,after school club,"Emma, a 12-year-old girl, arrives at her after-school art club excited to finish her painting.Just as she sits down, she realizes she left her favorite paintbrush at home.Luckily, the club has plenty of extra brushes she can use, even if they aren’t exactly like hers.Emma tries to decide how big this problem really is as she holds a different brush."
86,70.27,7.16,22.76,7.55,1.99,glitch,glitch,tryout,"A 10-year-old named Alex is excited for the soccer tryouts at school.Just as tryouts begin, Alex notices they've brought their worn-out sneakers instead of their lucky cleats.Feeling anxious, Alex remembers their friend has a spare pair in their locker.They borrow the cleats, feeling relieved but a bit distracted at first.Alex asks themselves, ""How big is this problem?"""
87,62.21,9.08,21.26,7.59,2.20,glitch,glitch,ski,"Lucas was excited for his first skiing trip with his family at the snowy resort.Just as he was about to join his ski class, he realized he left his gloves in the car.His mom quickly reassured him that there was a store nearby where they could get another pair.Lucas was relieved to know he wouldn’t miss out on the fun and could still join his friends.As he put on the new gloves, Lucas asked himself, ""How big is this problem?"""
88,63.48,5.64,21.34,7.63,1.91,glitch,glitch,lacrosse,"In a sunny field, Maya, a 12-year-old girl, eagerly gets ready for her lacrosse game.As she runs onto the field, she realizes she has forgotten her lucky headband at home.Maya quickly remembers she has a spare headband in her bag.Putting it on, she feels a bit better, but still wonders about her luck today.Maya asks herself, ""How big is this problem?"""
89,64.23,5.21,22.17,7.00,1.84,glitch,glitch,swimming,"Sophie, a 10-year-old girl, arrives at the community pool for a swim practice.She suddenly realizes she left her swimming goggles at home.Thankfully, her friend offers her a spare pair to use for the practice.Sophie wears the borrowed goggles and gets ready to swim.She wonders to herself, ""How big is this problem?"""
90,57.37,4.40,20.70,7.26,2.14,glitch,glitch,game,"In a cozy living room, 12-year-old Alex eagerly starts his favorite video game.Just as Alex is about to defeat the final boss, the screen suddenly freezes.Frustrated, Alex murmurs, ""Not now!"" and checks his connection.With a sigh of relief, he notices his game has auto-saved moments before the glitch.Calming down, Alex asks himself, ""How big is this problem?"""
91,75.10,8.10,25.79,8.09,2.01,glitch,glitch,birthday party,"Emily was excited about her birthday party at the park.As her friends started to arrive, she realized she forgot to bring the cupcakes.Her mom smiled and suggested they could have ice cream cones instead, which were already in the cooler.Emily thought about how she could make the best of the day despite the missing cupcakes.She wondered to herself, 'How big is this problem?'"
92,65.62,6.87,19.44,8.40,2.02,glitch,glitch,ski,"Ella is at the ski resort with her family, excited for a whole day of skiing.She realizes she forgot her favorite pair of ski gloves at home.Thankfully, her mom has an extra pair that might be a bit big but will do the job.Ella enjoys her day skiing with the family using the backup gloves.While looking at the snowy peaks, Ella thinks to herself, ""How big is this problem?"""
93,83.34,8.23,22.01,21.21,2.01,glitch,glitch,basketball,"In a buzzing school gym, 12-year-old Alex is excited to play basketball after school.As the game starts, he realizes he left his lucky basketball shoes at home.Feeling a bit off, Alex knows he can still play in his normal sneakers despite missing his favorite pair.The coach reassures Alex, reminding him that it's just a practice and not a big deal.He wonders out loud, ""How big is this problem?"""
94,65.23,5.21,21.29,8.73,2.12,glitch,glitch,tennis,"Liam, a 10-year-old boy, arrives at the tennis court for his Saturday lesson.He realizes he forgot his favorite tennis headband at home.Feeling a bit disappointed, he knows his backup headband is in his bag, even though it's not as comfortable.His coach reassures him, saying they'll focus on his swing instead of his accessories today.Liam takes a deep breath and thinks, ""How big is this problem?"""
95,64.95,5.63,20.53,7.55,1.60,glitch,glitch,basketball,"Jamie was all set for his basketball game in the school gym.Excitedly, he realized he'd forgotten his favorite sneakers at home.Thankfully, his friend offered him an extra pair.Jamie tried them on and they fit just fine.He asked himself, ""How big is this problem?"""
96,81.46,6.99,28.11,7.93,2.11,glitch,glitch,after school club,"Nina arrived at her after-school art club and realized she'd forgotten her paintbrushes at home.Luckily, the teacher had some spare brushes, though they weren’t the ones Nina was used to.Nina started her painting, feeling a bit unsure about using different brushes.As she painted, she realized her artwork was turning out fine despite the different brushes.Nina thought to herself, ""How big is this problem?"""
97,55.78,5.19,22.64,5.73,1.42,glitch,glitch,class,"Emma was in class when she realized she forgot her notebook at home.She started to worry as the teacher announced a pop quiz.Luckily, her friend Sam offered to share his notes with her.Even though Emma felt relieved, she asked herself, 'How big is this problem?'"
98,65.73,6.65,20.70,8.08,2.04,glitch,glitch,birthday party,"Sarah was excited for her birthday party at the local park, with all her friends invited.As the party started, Sarah realized she had forgotten to bring the special cake she had picked out.Her mom quickly suggested stopping by a nearby bakery to pick up another cake.Despite the tiny setback, the friends began playing games and enjoying the party activities.Sarah paused and asked herself, 'How big is this problem?'"
99,63.36,8.40,21.53,7.99,1.91,glitch,glitch,dancing,"Julia twirled on the dance floor, excited for her school dance performance.Suddenly, her shoelace came untied, causing her to stumble slightly.She quickly realized she could tie it back up during a short break before the performance.The stumble had no lasting impact on her confidence or the show.Julia paused for a moment, thinking, ""How big is this problem?"""
100,67.69,6.63,23.50,8.12,1.83,glitch,glitch,tryout,"Jamie, a 12-year-old boy, was nervous at soccer tryouts.As he started to play, he realized he forgot his lucky shin guards at home.The coach noticed and quickly lent him a spare pair available at the field.Jamie was able to continue playing without any issues.He asked himself, 'How big is this problem?'"
